UID,From Bus,From Name,To Bus,To Name,Circuit,Status,Branch Device Type,Xfrmr,R,X,B,Cont Rating,Lim MVA B,Lim MVA C
912,170405,GARLAND 67 1,170418,GARLAND 79 1,1,Closed,Line,NO,0.00447,0.0151,0.00167,106.500006,106.500006,106.500006
913,170388,ROWLETT 13 1,170390,ROWLETT 14 1,1,Closed,Line,NO,0.00358,0.00884,0.00105,106.500006,106.500006,106.500006
914,130093,BALCH SPRINGS 8 1,130036,BALCH SPRINGS 1 2,1,Closed,Line,NO,0.01515,0.03626,0.00121,106.599998,106.599998,106.599998
915,170122,PROSPER 4 1,170124,CELINA 1 1,1,Closed,Line,NO,0.01487,0.03782,0.00255,106.599998,106.599998,106.599998
916,110689,STAFFORD 11 1,110652,STAFFORD 4 1,1,Closed,Line,NO,0.00122,0.00298,0.00016,106.599998,106.599998,106.599998
917,110849,HOUSTON 45 1,110708,HOUSTON 17 1,1,Closed,Line,NO,0.00828,0.01975,0.00114,106.599998,106.599998,106.599998
918,110659,MISSOURI CITY 3 1,111142,MISSOURI CITY 10 1,1,Closed,Line,NO,0.00404,0.01169,0.00271,106.599998,106.599998,106.599998
919,270111,SEGUIN 4 1,270112,SEGUIN 5 1,1,Closed,Line,NO,0.02653,0.05141,0.00202,106.599998,106.599998,106.599998
920,210179,HARKER HEIGHTS 1 1,210170,FORT HOOD 2 1,1,Closed,Line,NO,0.02558,0.07539,0.00785,106.599998,106.599998,106.599998
921,130199,GARLAND 5 1,130177,GARLAND 2 1,1,Closed,Line,NO,0.00237,0.00876,0.00114,106.700003,106.700003,106.700003
922,110626,SUGAR LAND 20 1,110668,SUGAR LAND 49 1,1,Closed,Line,NO,0.00357,0.00983,0.00052,106.700003,106.700003,106.700003
923,210211,GRANGER 3 1,210153,ROGERS 2 1,1,Closed,Line,NO,0.11107,0.22838,0.00846,106.700003,106.700003,106.700003
924,110773,HOUSTON 25 2,110775,HOUSTON 25 4,1,Closed,Transformer,YES,0.00838,0.14736,0,106.700003,106.700003,106.700003
925,110312,PORTER 5 1,110301,PORTER 2 1,1,Closed,Line,NO,0.01717,0.04784,0.00202,106.799996,106.799996,106.799996
926,170123,PROSPER 5 1,170117,PROSPER 2 1,1,Closed,Line,NO,0.00803,0.02563,0.00083,106.799996,106.799996,106.799996
927,110893,GALVESTON 1 1,110895,GALVESTON 2 1,1,Closed,Line,NO,0.01555,0.03955,0.0039,106.799996,106.799996,106.799996
928,110456,KEMAH 4 1,110439,KEMAH 1 2,1,Closed,Line,NO,0.00848,0.02574,0.00068,106.799996,106.799996,106.799996
929,210206,ELM MOTT 2 1,210207,ELM MOTT 3 1,1,Closed,Line,NO,0.01701,0.05224,0.00373,106.799996,106.799996,106.799996
930,110461,SEABROOK 3 1,110442,SEABROOK 1 3,1,Closed,Line,NO,0.00373,0.00931,0.00106,106.799996,106.799996,106.799996
931,130180,MESQUITE 19 1,170366,MESQUITE 34 1,1,Closed,Line,NO,0.00435,0.01334,0.00225,106.799996,106.799996,106.799996
932,110682,STAFFORD 10 1,111165,SUGAR LAND 71 1,1,Closed,Line,NO,0.00405,0.00925,0.00208,106.799996,106.799996,106.799996
933,110863,MONTGOMERY 3 1,230195,MONTGOMERY 7 1,1,Closed,Line,NO,0.04636,0.11323,0.00369,106.900001,106.900001,106.900001
934,170329,GARLAND 18 1,170421,GARLAND 82 1,1,Closed,Line,NO,0.00118,0.00322,0.00055,106.900001,106.900001,106.900001
935,150345,CROWLEY 9 2,150336,CROWLEY 7 1,1,Closed,Line,NO,0.01053,0.03326,0.0023,106.900001,106.900001,106.900001
936,110870,CROSBY 2 1,110874,CROSBY 5 2,1,Closed,Line,NO,0.00684,0.01933,0.00116,106.900001,106.900001,106.900001
937,130144,DUNCANVILLE 13 2,260124,DUNCANVILLE 16 1,1,Closed,Line,NO,0.0138,0.03504,0.00282,106.900001,106.900001,106.900001
938,120272,SAN ANTONIO 16 1,120281,SAN ANTONIO 20 1,1,Closed,Line,NO,0.01216,0.03235,0.00069,106.900001,106.900001,106.900001
939,130048,DALLAS 2 1,130071,DALLAS 13 1,1,Closed,Line,NO,0.01012,0.0193,0.00145,106.900001,106.900001,106.900001
940,110607,STAFFORD 1 2,110611,SUGAR LAND 6 1,1,Closed,Line,NO,0.00486,0.01282,0.00256,107.000005,107.000005,107.000005
941,110454,LEAGUE CITY 3 1,110460,DICKINSON 1 1,1,Closed,Line,NO,0.01919,0.03057,0.00162,107.000005,107.000005,107.000005
942,111111,SOUTH HOUSTON 8 1,111121,GALENA PARK 17 1,1,Closed,Line,NO,0.00492,0.01337,0.00184,107.000005,107.000005,107.000005
943,130181,MESQUITE 20 1,130186,MESQUITE 25 1,1,Closed,Line,NO,0.01001,0.02673,0.00099,107.099998,107.099998,107.099998
944,130179,MESQUITE 18 1,170384,MESQUITE 36 1,1,Closed,Line,NO,0.0089,0.02126,0.00147,107.099998,107.099998,107.099998
945,130140,DUNCANVILLE 11 1,130144,DUNCANVILLE 13 2,1,Closed,Line,NO,0.00352,0.01065,0.00072,107.099998,107.099998,107.099998
946,170337,GARLAND 23 1,170400,GARLAND 62 1,1,Closed,Line,NO,0.00129,0.00234,0.00293,107.099998,107.099998,107.099998
947,210218,MC GREGOR 2 2,210212,MC GREGOR 1 1,1,Closed,Line,NO,0.02564,0.06628,0.00164,107.099998,107.099998,107.099998
948,210212,MC GREGOR 1 1,210233,MC GREGOR 4 1,1,Closed,Line,NO,0.01659,0.04198,0.00076,107.200003,107.200003,107.200003
949,110522,TOMBALL 16 1,110372,TOMBALL 3 1,1,Closed,Line,NO,0.01429,0.03382,0.00058,107.200003,107.200003,107.200003
950,130243,DESOTO 26 1,130250,RED OAK 1 1,1,Closed,Line,NO,0.00854,0.02118,0.00274,107.200003,107.200003,107.200003
951,270106,SEGUIN 1 1,270124,SEGUIN 7 1,1,Closed,Line,NO,0.0108,0.02817,0.00402,107.200003,107.200003,107.200003
952,111083,DICKINSON 3 2,110454,LEAGUE CITY 3 1,1,Closed,Line,NO,0.0194,0.04408,0.00143,107.200003,107.200003,107.200003
953,170313,FARMERSVILLE 3 1,170310,FARMERSVILLE 1 2,1,Closed,Line,NO,0.01211,0.03041,0.00833,107.200003,107.200003,107.200003
954,110382,TOMBALL 6 2,110380,TOMBALL 5 1,1,Closed,Line,NO,0.00859,0.02371,0.00103,107.200003,107.200003,107.200003
955,150535,KENNEDALE 9 1,150343,KENNEDALE 7 3,1,Closed,Line,NO,0.01595,0.03943,0.00262,107.299995,107.299995,107.299995
956,110180,KATY 2 1,111015,KATY 85 2,1,Closed,Line,NO,0.00369,0.00943,0.0009,107.299995,107.299995,107.299995
957,110759,KINGWOOD 7 1,110754,KINGWOOD 3 2,1,Closed,Line,NO,0.00825,0.02319,0.00163,107.299995,107.299995,107.299995
958,110475,WEBSTER 7 1,110448,WEBSTER 5 1,1,Closed,Line,NO,0.00525,0.01168,0.00066,107.4,107.4,107.4
959,270125,CANYON LAKE 1 1,270131,CANYON LAKE 4 1,1,Closed,Line,NO,0.02817,0.07984,0.00233,107.4,107.4,107.4
960,120249,RIO MEDINA 3 2,120257,ATASCOSA 4 1,1,Closed,Line,NO,0.01295,0.02991,0.00178,107.4,107.4,107.4
961,110473,WEBSTER 6 1,111112,SOUTH HOUSTON 9 1,1,Closed,Line,NO,0.0159,0.03762,0.00199,107.4,107.4,107.4
962,260172,HURST 5 1,260180,HURST 8 1,1,Closed,Line,NO,0.01036,0.02955,0.00257,107.500005,107.500005,107.500005
963,170245,PLANO 7 1,170254,PLANO 13 1,1,Closed,Line,NO,0.00705,0.02172,0.00084,107.500005,107.500005,107.500005
964,110560,DEER PARK 11 1,111101,PASADENA 2 2,1,Closed,Line,NO,0.00967,0.02386,0.00156,107.500005,107.500005,107.500005
965,110166,HUMBLE 2 2,110178,HUMBLE 8 1,1,Closed,Line,NO,0.01679,0.04787,0.00358,107.599998,107.599998,107.599998
966,130142,DUNCANVILLE 12 2,130265,DESOTO 33 1,1,Closed,Line,NO,0.01857,0.04422,0.0039,107.599998,107.599998,107.599998
967,270176,CIBOLO 8 1,120296,BULVERDE 3 1,1,Closed,Line,NO,0.02168,0.05769,0.00196,107.599998,107.599998,107.599998
968,170349,GARLAND 33 1,170412,GARLAND 73 1,1,Closed,Line,NO,0.00179,0.00365,0.00012,107.599998,107.599998,107.599998
969,140250,LEANDER 7 1,140236,LEANDER 5 1,1,Closed,Line,NO,0.00747,0.02466,0.00423,107.599998,107.599998,107.599998
970,270112,SEGUIN 5 1,270114,LA VERNIA 3 2,1,Closed,Line,NO,0.08594,0.16087,0.00321,107.599998,107.599998,107.599998
971,110734,NEEDVILLE 2 1,110732,NEEDVILLE 1 1,1,Closed,Line,NO,0.02268,0.06473,0.00177,107.700002,107.700002,107.700002
972,270118,KINGSBURY 4 1,270177,NEW BRAUNFELS 10 1,1,Closed,Line,NO,0.0325,0.07528,0.00626,107.700002,107.700002,107.700002
973,210164,BARTLETT 2 1,210162,BARTLETT 1 2,1,Closed,Line,NO,0.01908,0.05179,0.0017,107.700002,107.700002,107.700002
974,110238,CYPRESS 21 1,110217,CYPRESS 12 1,1,Closed,Line,NO,0.00301,0.00958,0.0014,107.700002,107.700002,107.700002
975,110918,STAFFORD 16 1,110682,STAFFORD 10 1,1,Closed,Line,NO,0.01468,0.02744,0.00141,107.700002,107.700002,107.700002
976,140171,DRIPPING SPRINGS 3 2,270136,DRIPPING SPRINGS 8 1,1,Closed,Line,NO,0.02641,0.0538,0.00281,107.799995,107.799995,107.799995
977,210154,BELTON 1 1,210156,SALADO 1 2,1,Closed,Line,NO,0.01657,0.04354,0.00179,107.799995,107.799995,107.799995
978,110234,CYPRESS 17 1,110267,KATY 60 1,1,Closed,Line,NO,0.01324,0.02557,0.0016,107.799995,107.799995,107.799995
979,120400,LACKLAND A F B 14 1,120402,SAN ANTONIO 54 2,1,Closed,Line,NO,0.01158,0.0251,0.00101,107.799995,107.799995,107.799995
980,150144,HALTOM CITY 2 2,150146,HALTOM CITY 3 1,1,Closed,Line,NO,0.00757,0.02095,0.00062,107.9,107.9,107.9
981,140087,AUSTIN 23 1,140075,AUSTIN 13 2,1,Closed,Line,NO,0.01731,0.03669,0.0023,107.9,107.9,107.9
982,111116,PASADENA 5 1,111106,PASADENA 3 2,1,Closed,Line,NO,0.01137,0.03234,0.00073,107.9,107.9,107.9
983,150132,SANGER 2 1,150134,KRUM 4 1,1,Closed,Line,NO,0.03188,0.06992,0.00482,108.000004,108.000004,108.000004
984,170290,RICHARDSON 14 1,170283,GARLAND 10 1,1,Closed,Line,NO,0.00725,0.01799,0.00118,108.000004,108.000004,108.000004
985,110862,MONTGOMERY 2 1,110861,MONTGOMERY 1 2,1,Closed,Line,NO,0.01662,0.04267,0.00187,108.099997,108.099997,108.099997
986,150535,KENNEDALE 9 1,260072,KENNEDALE 14 1,1,Closed,Line,NO,0.01186,0.03458,0.00302,108.099997,108.099997,108.099997
987,110684,SUGAR LAND 60 1,110615,SUGAR LAND 10 1,1,Closed,Line,NO,0.00487,0.0107,0.00056,108.099997,108.099997,108.099997
988,170176,SACHSE 3 1,170181,SACHSE 4 2,1,Closed,Line,NO,0.01932,0.05168,0.00092,108.099997,108.099997,108.099997
989,110197,KATY 13 1,110265,KATY 58 1,1,Closed,Line,NO,0.00552,0.01316,0.00099,108.099997,108.099997,108.099997
990,270147,WIMBERLEY 6 1,270158,SAN MARCOS 4 1,1,Closed,Line,NO,0.04284,0.13892,0.00445,108.200002,108.200002,108.200002
991,110932,WILLIS 7 1,110356,CONROE 3 1,1,Closed,Line,NO,0.02213,0.04347,0.00163,108.200002,108.200002,108.200002
992,120209,HELOTES 6 1,120206,HELOTES 5 2,1,Closed,Line,NO,0.0179,0.04557,0.0014,108.200002,108.200002,108.200002
993,170292,RICHARDSON 15 2,170283,GARLAND 10 1,1,Closed,Line,NO,0.01088,0.01805,0.00134,108.299994,108.299994,108.299994
994,270103,KYLE 3 1,270102,KYLE 2 2,1,Closed,Line,NO,0.01643,0.04066,0.00185,108.299994,108.299994,108.299994
995,120249,RIO MEDINA 3 2,120250,ATASCOSA 2 1,1,Closed,Line,NO,0.02651,0.06969,0.01128,108.299994,108.299994,108.299994
996,111039,CYPRESS 47 1,111049,CYPRESS 53 2,1,Closed,Line,NO,0.01052,0.03028,0.00403,108.299994,108.299994,108.299994
997,150174,CLEBURNE 4 2,150163,CLEBURNE 3 1,1,Closed,Line,NO,0.01036,0.02347,0.00129,108.299994,108.299994,108.299994
998,170108,PROSPER 1 1,170131,MCKINNEY 10 1,1,Closed,Line,NO,0.02575,0.05908,0.00692,108.299994,108.299994,108.299994
999,260098,ALVARADO 3 1,150282,BURLESON 10 1,1,Closed,Line,NO,0.02368,0.05324,0.00267,108.399999,108.399999,108.399999
1000,130119,GRAND PRAIRIE 2 2,130120,GRAND PRAIRIE 3 1,1,Closed,Line,NO,0.00416,0.01296,0.00177,108.399999,108.399999,108.399999
1001,120290,BULVERDE 1 2,120295,BULVERDE 2 1,1,Closed,Line,NO,0.02612,0.07187,0.00238,108.399999,108.399999,108.399999
1002,110716,DANBURY 1 1,110717,ANGLETON 2 1,1,Closed,Line,NO,0.02065,0.06297,0.00367,108.399999,108.399999,108.399999
1003,270150,WIMBERLEY 7 1,270143,WIMBERLEY 4 1,1,Closed,Line,NO,0.02391,0.05873,0.0018,108.500004,108.500004,108.500004
1004,170263,PLANO 18 1,170243,PLANO 5 2,1,Closed,Line,NO,0.00843,0.02623,0.001,108.500004,108.500004,108.500004
1005,110409,CHANNELVIEW 2 1,110555,CHANNELVIEW 12 1,1,Closed,Line,NO,0.00778,0.02035,0.00154,108.599997,108.599997,108.599997
1006,150331,BURLESON 11 1,150334,BURLESON 11 4,1,Closed,Transformer,YES,0.00347,0.10925,0,108.599997,108.599997,108.599997
1007,260093,VENUS 1 2,260135,VENUS 2 1,1,Closed,Line,NO,0.0312,0.07011,0.00286,108.599997,108.599997,108.599997
1008,130091,BALCH SPRINGS 6 2,130093,BALCH SPRINGS 8 1,1,Closed,Line,NO,0.01469,0.04267,0.00075,108.599997,108.599997,108.599997
1009,110653,STAFFORD 5 1,110654,STAFFORD 6 1,1,Closed,Line,NO,0.00622,0.01505,0.00068,108.700001,108.700001,108.700001
1010,130097,MESQUITE 8 2,130197,MESQUITE 31 1,1,Closed,Line,NO,0.02746,0.06746,0.00216,108.700001,108.700001,108.700001
1011,230195,MONTGOMERY 7 1,230192,PLANTERSVILLE 6 1,1,Closed,Line,NO,0.0231,0.06188,0.00372,108.700001,108.700001,108.700001
1012,170335,GARLAND 21 1,170402,GARLAND 64 1,1,Closed,Line,NO,0.0047,0.0108,0.00053,108.700001,108.700001,108.700001
1013,110506,TOMBALL 8 1,110522,TOMBALL 16 1,1,Closed,Line,NO,0.01217,0.03192,0.00164,108.700001,108.700001,108.700001
1014,150307,CROWLEY 3 1,150310,CROWLEY 3 4,1,Closed,Transformer,YES,0.00284,0.08333,0,108.800006,108.800006,108.800006
1015,140268,TAYLOR 4 3,140260,TAYLOR 3 1,1,Closed,Line,NO,0.02768,0.06551,0.00413,108.800006,108.800006,108.800006
1016,150262,KELLER 5 1,150273,KELLER 10 2,1,Closed,Line,NO,0.01153,0.02681,0.00326,108.800006,108.800006,108.800006
1017,170398,ROWLETT 15 1,170409,GARLAND 71 1,1,Closed,Line,NO,0.00951,0.02187,0.0009,108.800006,108.800006,108.800006
1018,150282,BURLESON 10 1,150192,BURLESON 5 1,1,Closed,Line,NO,0.01128,0.03195,0.00183,108.899999,108.899999,108.899999
1019,210202,WEST 2 1,210198,WEST 1 2,1,Closed,Line,NO,0.02377,0.04831,0.00208,108.899999,108.899999,108.899999
1020,110239,KATY 36 1,110284,KATY 70 1,1,Closed,Line,NO,0.00406,0.01028,0.00144,109.000003,109.000003,109.000003
1021,130081,MESQUITE 2 2,170394,SUNNYVALE 5 1,1,Closed,Line,NO,0.03666,0.10203,0.00309,109.000003,109.000003,109.000003
1022,110723,ANGLETON 5 1,110562,WEST COLUMBIA 1 2,1,Closed,Line,NO,0.03305,0.07678,0.00597,109.000003,109.000003,109.000003
1023,150274,ROANOKE 2 1,150322,ROANOKE 4 1,1,Closed,Line,NO,0.02979,0.09041,0.00256,109.099996,109.099996,109.099996
1024,210162,BARTLETT 1 2,210210,GRANGER 2 1,1,Closed,Line,NO,0.08009,0.16865,0.0054,109.099996,109.099996,109.099996
1025,110517,TOMBALL 14 1,110522,TOMBALL 16 1,1,Closed,Line,NO,0.01442,0.02864,0.00109,109.099996,109.099996,109.099996
1026,140054,DEL VALLE 2 1,140217,BUDA 3 1,1,Closed,Line,NO,0.02657,0.06126,0.00409,109.099996,109.099996,109.099996
1027,270127,SPRING BRANCH 5 1,270126,FISCHER 1 1,1,Closed,Line,NO,0.04065,0.09625,0.00458,109.099996,109.099996,109.099996
1028,130238,DESOTO 22 1,130249,DESOTO 27 1,1,Closed,Line,NO,0.00481,0.0115,0.00104,109.099996,109.099996,109.099996
1029,110662,STAFFORD 7 1,110678,STAFFORD 9 1,1,Closed,Line,NO,0.00327,0.00758,0.00043,109.200001,109.200001,109.200001
1030,130176,MESQUITE 16 2,130194,MESQUITE 30 1,1,Closed,Line,NO,0.00525,0.01117,0.00067,109.200001,109.200001,109.200001
1031,110257,KATY 54 1,110260,KATY 57 1,1,Closed,Line,NO,0.01555,0.04126,0.00128,109.200001,109.200001,109.200001
1032,140059,AUSTIN 2 1,140090,AUSTIN 25 2,1,Closed,Line,NO,0.00529,0.01728,0.00126,109.200001,109.200001,109.200001
1033,110639,SUGAR LAND 32 1,110634,SUGAR LAND 28 1,1,Closed,Line,NO,0.00229,0.00613,0.00248,109.200001,109.200001,109.200001
1034,260134,LILLIAN 4 2,260131,LILLIAN 2 1,1,Closed,Line,NO,0.00954,0.0295,0.00441,109.200001,109.200001,109.200001
1035,170316,PRINCETON 3 1,170129,MCKINNEY 9 1,1,Closed,Line,NO,0.0196,0.04073,0.00281,109.300005,109.300005,109.300005
1036,120353,BULVERDE 6 3,120361,BULVERDE 9 1,1,Closed,Line,NO,0.02288,0.04177,0.00073,109.300005,109.300005,109.300005
1037,170391,MESQUITE 37 1,170393,MESQUITE 39 1,1,Closed,Line,NO,0.0048,0.01287,0.00087,109.300005,109.300005,109.300005
1038,120408,LACKLAND A F B 17 1,120254,LACKLAND A F B 5 1,1,Closed,Line,NO,0.0151,0.03492,0.00185,109.399998,109.399998,109.399998
1039,110872,CROSBY 4 1,110874,CROSBY 5 2,1,Closed,Line,NO,0.03154,0.06964,0.00258,109.399998,109.399998,109.399998
1040,150145,KENNEDALE 3 1,150138,KENNEDALE 2 2,1,Closed,Line,NO,0.00562,0.01501,0.00145,109.399998,109.399998,109.399998
1041,110859,WILLIS 2 2,230194,MONTGOMERY 6 1,1,Closed,Line,NO,0.02233,0.06005,0.00063,109.500003,109.500003,109.500003
1042,110215,KATY 23 1,110248,KATY 45 1,1,Closed,Line,NO,0.00554,0.01304,0.00648,109.500003,109.500003,109.500003
1043,170140,PILOT POINT 2 1,170147,PROSPER 8 1,1,Closed,Line,NO,0.02742,0.0609,0.01218,109.500003,109.500003,109.500003
1044,120296,BULVERDE 3 1,270131,CANYON LAKE 4 1,1,Closed,Line,NO,0.02988,0.06741,0.00236,109.500003,109.500003,109.500003
1045,170124,CELINA 1 1,170138,CELINA 3 2,1,Closed,Line,NO,0.02078,0.04293,0.00248,109.599996,109.599996,109.599996
1046,140207,MANCHACA 5 1,140217,BUDA 3 1,1,Closed,Line,NO,0.01807,0.04893,0.00215,109.599996,109.599996,109.599996
1047,270157,SAN MARCOS 3 2,270163,MARTINDALE 3 1,1,Closed,Line,NO,0.0319,0.08164,0.00266,109.599996,109.599996,109.599996
1048,260061,ARLINGTON 1 1,260066,ARLINGTON 3 1,1,Closed,Line,NO,0.01621,0.04883,0.002,109.599996,109.599996,109.599996
1049,130256,LANCASTER 24 1,130222,LANCASTER 15 1,1,Closed,Line,NO,0.00544,0.01578,0.00045,109.599996,109.599996,109.599996
1050,210218,MC GREGOR 2 2,210233,MC GREGOR 4 1,1,Closed,Line,NO,0.02225,0.04145,0.00229,109.599996,109.599996,109.599996
1051,110168,HOUSTON 1 1,110755,KINGWOOD 4 1,1,Closed,Line,NO,0.04592,0.11565,0.00557,109.599996,109.599996,109.599996
1052,110758,KINGWOOD 6 2,110756,KINGWOOD 5 1,1,Closed,Line,NO,0.01321,0.0334,0.00238,109.599996,109.599996,109.599996
1053,110175,HOUSTON 2 2,110692,HOUSTON 7 1,1,Closed,Line,NO,0.02121,0.05854,0.00291,109.7,109.7,109.7
1054,120256,SOMERSET 2 1,120303,RIO MEDINA 4 2,1,Closed,Line,NO,0.09172,0.20489,0.0082,109.7,109.7,109.7
1055,130229,DESOTO 14 1,130241,DESOTO 24 1,1,Closed,Line,NO,0.00493,0.00972,0.00075,109.7,109.7,109.7
1056,120220,ELMENDORF 7 1,120224,VON ORMY 4 1,1,Closed,Line,NO,0.0078,0.02074,0.00592,109.7,109.7,109.7
1057,110396,MONT BELVIEU 2 2,110394,MONT BELVIEU 1 1,1,Closed,Line,NO,0.01805,0.04504,0.0018,109.7,109.7,109.7
1058,110656,SUGAR LAND 44 2,110626,SUGAR LAND 20 1,1,Closed,Line,NO,0.00418,0.01072,0.00059,109.7,109.7,109.7
1059,270175,NEW BRAUNFELS 9 1,270171,NEW BRAUNFELS 5 1,1,Closed,Line,NO,0.00706,0.02387,0.00163,109.7,109.7,109.7
1060,110539,LA PORTE 4 1,110552,BAYTOWN 9 1,1,Closed,Line,NO,0.0066,0.01936,0.00103,109.7,109.7,109.7
1061,130196,GARLAND 4 1,130185,MESQUITE 24 1,1,Closed,Line,NO,0.00287,0.00831,0.00057,109.800005,109.800005,109.800005
1062,110259,KATY 56 1,110203,KATY 17 1,1,Closed,Line,NO,0.0028,0.00851,0.00097,109.800005,109.800005,109.800005
1063,110306,PORTER 3 1,110311,PORTER 4 1,1,Closed,Line,NO,0.01941,0.04647,0.00226,109.800005,109.800005,109.800005
1064,110671,SUGAR LAND 52 1,110946,RICHMOND 16 1,1,Closed,Line,NO,0.00933,0.02526,0.00303,109.800005,109.800005,109.800005
1065,130189,MESQUITE 28 1,130181,MESQUITE 20 1,1,Closed,Line,NO,0.00189,0.00522,0.00015,109.899998,109.899998,109.899998
1066,130206,DESOTO 4 1,130267,LANCASTER 29 1,1,Closed,Line,NO,0.00243,0.00597,0.00226,109.899998,109.899998,109.899998
1067,150158,CLEBURNE 1 1,150175,CLEBURNE 5 1,1,Closed,Line,NO,0.01075,0.02797,0.00289,109.899998,109.899998,109.899998
1068,170349,GARLAND 33 1,170383,GARLAND 57 1,1,Closed,Line,NO,0.01023,0.02801,0.00112,109.899998,109.899998,109.899998
1069,120202,BOERNE 9 1,120367,BULVERDE 13 1,1,Closed,Line,NO,0.05145,0.12942,0.00884,109.899998,109.899998,109.899998
1070,130115,LANCASTER 2 1,130371,HUTCHINS 3 1,1,Closed,Line,NO,0.03509,0.10396,0.00617,109.899998,109.899998,109.899998
1071,110694,HOUSTON 9 1,110787,GALENA PARK 11 1,1,Closed,Line,NO,0.01616,0.03788,0.00853,110.000002,110.000002,110.000002
1072,260081,ARLINGTON 9 1,260067,ARLINGTON 4 1,1,Closed,Line,NO,0.00396,0.01262,0.00151,110.000002,110.000002,110.000002
1073,130235,DESOTO 19 1,260125,CEDAR HILL 5 1,1,Closed,Line,NO,0.01891,0.04719,0.01319,110.000002,110.000002,110.000002
1074,260081,ARLINGTON 9 1,260067,ARLINGTON 4 1,2,Closed,Line,NO,0.00396,0.01262,0.00151,110.000002,110.000002,110.000002
1075,130240,LANCASTER 17 1,130256,LANCASTER 24 1,1,Closed,Line,NO,0.00434,0.01337,0.00126,110.000002,110.000002,110.000002
1076,170407,GARLAND 69 1,170352,GARLAND 36 1,1,Closed,Line,NO,0.00084,0.00221,0.00063,110.000002,110.000002,110.000002
1077,110660,MISSOURI CITY 4 1,110658,MISSOURI CITY 2 1,1,Closed,Line,NO,0.00723,0.01862,0.00065,110.099995,110.099995,110.099995
1078,270139,DRIFTWOOD 5 1,270138,DRIFTWOOD 4 1,1,Closed,Line,NO,0.01994,0.05459,0.00314,110.099995,110.099995,110.099995
1079,150293,KELLER 13 1,150296,KELLER 13 4,1,Closed,Transformer,YES,0.00395,0.09081,0,110.099995,110.099995,110.099995
1080,130176,MESQUITE 16 2,130189,MESQUITE 28 1,1,Closed,Line,NO,0.00633,0.01585,0.00081,110.099995,110.099995,110.099995
1081,110360,CONROE 6 1,110933,NEW WAVERLY 3 1,1,Closed,Line,NO,0.01485,0.04555,0.00244,110.099995,110.099995,110.099995
1082,150184,JOSHUA 2 1,150194,JOSHUA 6 2,1,Closed,Line,NO,0.02466,0.05759,0.00137,110.2,110.2,110.2
1083,110198,CYPRESS 4 1,110263,CYPRESS 23 2,1,Closed,Line,NO,0.00318,0.00699,0.0005,110.2,110.2,110.2
1084,120269,SAN ANTONIO 13 2,120284,SAN ANTONIO 23 1,1,Closed,Line,NO,0.00796,0.02818,0.00087,110.2,110.2,110.2
1085,111255,HOUSTON 49 1,110335,BELLAIRE 17 2,1,Closed,Line,NO,0.0039,0.01033,0.00134,110.2,110.2,110.2
1086,140085,AUSTIN 21 1,140068,AUSTIN 10 1,1,Closed,Line,NO,0.01044,0.0232,0.00093,110.2,110.2,110.2
1087,170166,ROCKWALL 5 1,170151,ROCKWALL 1 2,1,Closed,Line,NO,0.01571,0.04026,0.00267,110.2,110.2,110.2
1088,140168,MANOR 5 2,140192,MANOR 6 1,1,Closed,Line,NO,0.02513,0.06903,0.00267,110.300004,110.300004,110.300004
1089,140150,AUSTIN 44 1,140139,AUSTIN 40 1,1,Closed,Line,NO,0.01886,0.03997,0.00164,110.300004,110.300004,110.300004
1090,170144,AUBREY 3 1,170146,LITTLE ELM 1 2,1,Closed,Line,NO,0.01105,0.02776,0.00121,110.399997,110.399997,110.399997
1091,130085,HUTCHINS 1 1,130092,BALCH SPRINGS 7 1,1,Closed,Line,NO,0.01533,0.03478,0.00274,110.399997,110.399997,110.399997
1092,170323,ADDISON 19 1,170286,RICHARDSON 10 1,1,Closed,Line,NO,0.01026,0.02008,0.00081,110.399997,110.399997,110.399997
1093,270177,NEW BRAUNFELS 10 1,270182,MC QUEENEY 4 1,1,Closed,Line,NO,0.02699,0.05372,0.01045,110.500002,110.500002,110.500002
1094,111044,CYPRESS 50 1,110599,CYPRESS 36 1,1,Closed,Line,NO,0.01459,0.0406,0.00171,110.500002,110.500002,110.500002
1095,140255,TAYLOR 1 1,140257,TAYLOR 2 2,1,Closed,Line,NO,0.02023,0.06351,0.0023,110.500002,110.500002,110.500002
1096,170123,PROSPER 5 1,170108,PROSPER 1 1,1,Closed,Line,NO,0.00914,0.02887,0.00145,110.599995,110.599995,110.599995
1097,110654,STAFFORD 6 1,110662,STAFFORD 7 1,1,Closed,Line,NO,0.00724,0.01824,0.00171,110.599995,110.599995,110.599995
1098,120303,RIO MEDINA 4 2,120301,HELOTES 9 1,1,Closed,Line,NO,0.02063,0.05187,0.00138,110.599995,110.599995,110.599995
1099,210202,WEST 2 1,260021,LEROY 2 1,1,Closed,Line,NO,0.01902,0.04343,0.00271,110.599995,110.599995,110.599995
1100,110227,KATY 32 1,110272,KATY 63 1,1,Closed,Line,NO,0.00419,0.01055,0.00029,110.699999,110.699999,110.699999
1101,130043,WILMER 3 1,130042,SEAGOVILLE 1 2,1,Closed,Line,NO,0.03254,0.072,0.00159,110.699999,110.699999,110.699999
1102,130125,IRVING 4 1,260052,GRAND PRAIRIE 14 1,1,Closed,Line,NO,0.04122,0.10829,0.00307,110.699999,110.699999,110.699999
