,Bus ID,lat,lng,Zone,Bus Name,Sub Name,Area,BaseKV,PU Volt,Volt (kV),Angle (Deg),MW Load,Load Mvar,Gen MW,Sub Num,Gen Mvar,Switched Shunts Mvar,Act G Shunt MW,Act B Shunt Mvar,Zone Num,Bus Type,Mismatch MW,Mismatch Mvar,Mismatch MVA,Bus Area,Sub Area
1478,140085,30.3098,-97.6657,6,AUSTIN_21,AUSTIN_21_1,South_Central,69.0,1.00186,69.128,-9.67,18.0,1.13,,1651,,,0,0,1,PQ,0.0,0,0.0,1,15
1479,260069,32.5847,-97.1619,5,MANSFIELD_2,MANSFIELD_2_1,North_Central,69.0,1.00593,69.40899999999999,-21.3,18.0,5.7,,4614,,,0,0,1,PQ,0.0,0,0.0,2,27
1480,150279,32.5854,-97.2421,5,KENNEDALE_5,KENNEDALE_5_1,North_Central,69.0,1.00786,69.542,-20.46,18.0,6.3,,2064,,,0,0,1,PQ,0.0,0,0.0,1,16
1481,170192,33.059,-96.6503,5,ALLEN_5,ALLEN_5_1,North_Central,69.0,1.0167899999999999,70.158,-29.66,18.0,5.6,,2595,,,0,0,1,PQ,0.0,0,0.0,1,18
1482,170506,32.7603,-96.4592,5,FORNEY_4,FORNEY_4_1,North_Central,138.0,1.0274299999999998,141.785,-22.78,18.0,3.76,,2854,,,0,0,1,PQ,0.0,0,0.0,1,18
1483,200100,25.9,-97.4643,4,BROWNSVILLE_3,BROWNSVILLE_3_1,South,138.0,1.04749,144.554,28.09,18.0,2.86,,3235,,48.1,0,0,1,PQ,0.0,0,0.0,2,21
1484,150361,33.8511,-98.5038,2,WICHITA_FALLS_9,WICHITA_FALLS_9_1,North,138.0,1.02995,142.13299999999998,6.52,18.0,6.3,,2121,,,0,0,1,PQ,0.0,0,0.0,1,16
1485,260101,32.952,-97.059,5,GRAPEVINE_1,GRAPEVINE_1_1,North_Central,69.0,1.02023,70.396,-29.69,18.0,6.3,,4640,,,0,0,1,PQ,0.0,0,0.0,2,27
1486,120404,29.3169,-98.5625,6,LACKLAND_A_F_B_15,LACKLAND_A_F_B_15_2,South_Central,69.0,1.02649,70.828,2.79,18.0,2.64,,1227,,,0,0,1,PQ,0.0,0,0.0,1,13
1487,110924,30.3906,-95.5338,7,WILLIS_3,WILLIS_3_1,Coast,69.0,1.0189700000000002,70.309,-24.87,18.0,4.25,,670,,,0,0,1,PQ,0.0,0,0.0,1,12
1488,250201,32.1483,-94.801,8,HENDERSON_4,HENDERSON_4_1,East,138.0,1.03778,143.214,-3.73,17.9,6.3,,4421,,,0,0,1,PQ,0.0,0,0.0,2,26
1489,140154,30.3357,-97.7313,6,AUSTIN_47,AUSTIN_47_1,South_Central,69.0,1.0028700000000002,69.19800000000001,-9.05,17.9,4.6,,1706,,,0,0,1,PQ,0.0,0,0.0,1,15
1490,230208,30.5296,-96.7017,6,CALDWELL_5,CALDWELL_5_2,South_Central,138.0,1.04246,143.86,-1.41,17.9,1.95,,3945,,,0,0,1,PQ,0.0,0,0.0,2,24
1491,170444,33.2479,-97.1387,5,DENTON_8,DENTON_8_1,North_Central,69.0,1.03051,71.10600000000001,-24.03,17.9,3.39,,2796,,,0,0,1,PQ,0.0,0,0.0,1,18
1492,170400,32.879,-96.6804,5,GARLAND_62,GARLAND_62_1,North_Central,69.0,1.0309700000000002,71.137,-31.99,17.8,10.38,,2759,,,0,0,1,PQ,0.0,0,0.0,1,18
1493,140141,30.4247,-97.7173,6,ROUND_ROCK_2,ROUND_ROCK_2_1,South_Central,69.0,0.9999,68.993,-8.03,17.8,3.8,,1696,,,0,0,1,PQ,0.0,0,0.0,1,15
1494,230063,30.0748,-96.00399999999999,7,PRAIRIE_VIEW_4,PRAIRIE_VIEW_4_1,Coast,138.0,1.02078,140.86700000000002,-17.18,17.8,6.4,,3804,,,0,0,1,PQ,0.0,0,0.0,2,24
1495,150365,31.9893,-97.3943,5,WHITNEY_2,WHITNEY_2_1,North_Central,138.0,1.0343,142.734,-2.59,17.8,6.1,,2125,,,0,0,1,PQ,0.0,0,0.0,1,16
1496,170433,33.1661,-97.057,5,LAKE_DALLAS_3,LAKE_DALLAS_3_1,North_Central,69.0,1.01316,69.908,-28.73,17.8,6.3,,2788,,,0,0,1,PQ,0.0,0,0.0,1,18
1497,130300,32.865,-96.8069,5,DALLAS_44,DALLAS_44_1,North_Central,69.0,1.0089700000000001,69.619,-28.72,17.8,5.7,,1522,,,0,0,1,PQ,0.0,0,0.0,1,14
1498,150210,32.6892,-97.3539,5,FORT_WORTH_10,FORT_WORTH_10_1,North_Central,69.0,1.0199200000000002,70.375,-20.32,17.8,3.89,,2013,,,0,0,1,PQ,0.0,0,0.0,1,16
1499,150377,32.8124,-98.1118,5,MINERAL_WELLS_5,MINERAL_WELLS_5_1,North_Central,138.0,1.04211,143.812,-1.41,17.8,3.8,,2134,,,0,0,1,PQ,0.0,0,0.0,1,16
1500,120158,30.2737,-98.8727,3,FREDERICKSBURG_9,FREDERICKSBURG_9_1,West,138.0,1.034,142.692,1.26,17.8,5.7,,1035,,,0,0,1,PQ,0.0,0,0.0,1,13
1501,120384,29.5446,-98.5275,6,SAN_ANTONIO_50,SAN_ANTONIO_50_1,South_Central,69.0,1.00966,69.666,-0.97,17.8,1.65,,1212,,,0,0,1,PQ,0.0,0,0.0,1,13
1502,110935,30.435,-95.5606,7,WILLIS_8,WILLIS_8_1,Coast,69.0,1.01205,69.831,-19.82,17.8,5.0,,678,,,0,0,1,PQ,0.0,0,0.0,1,12
1503,140255,30.5922,-97.4144,6,TAYLOR_1,TAYLOR_1_1,South_Central,69.0,1.01839,70.26899999999999,-5.26,17.8,2.26,,1776,,,0,0,1,PQ,0.0,0,0.0,1,15
1504,190024,34.6383,-100.509,2,ESTELLINE_1,ESTELLINE_1_1,North,138.0,1.03315,142.57399999999998,31.6,17.78,4.57,,3021,,,0,0,1,PQ,0.0,0,0.0,1,20
1505,200104,25.9495,-97.5129,4,BROWNSVILLE_7,BROWNSVILLE_7_1,South,138.0,1.03918,143.407,27.26,17.7,2.56,,3239,,,0,0,1,PQ,0.0,0,0.0,2,21
1506,190080,35.1352,-101.92399999999999,2,AMARILLO_9,AMARILLO_9_1,North,138.0,1.04167,143.75,42.83,17.7,4.25,,3075,,,0,0,1,PQ,0.0,0,0.0,1,20
1507,220072,31.4119,-102.37799999999999,1,CRANE_1,CRANE_1_1,Far_West,138.0,1.03677,143.07399999999998,37.37,17.7,4.8,,3653,,,0,0,1,PQ,0.0,0,0.0,2,23
1508,190023,35.4401,-101.464,2,PANHANDLE_3,PANHANDLE_3_1,North,138.0,1.03746,143.16899999999998,46.3,17.6,1.13,,3020,,,0,0,1,PQ,0.0,0,0.0,1,20
1509,240104,33.0418,-99.5961,2,HASKELL_1,HASKELL_1_1,North,138.0,1.03861,143.328,15.55,17.6,6.1,,4097,,27.18,0,0,1,PQ,0.0,0,0.0,2,25
1510,170067,33.771,-96.5111,2,COLBERT_1,COLBERT_1_1,North,138.0,1.03447,142.757,-21.2,17.6,6.91,,2499,,,0,0,1,PQ,0.0,0,0.0,1,18
1511,200116,25.919,-97.4608,4,BROWNSVILLE_13,BROWNSVILLE_13_1,South,138.0,1.04514,144.22899999999998,28.35,17.6,4.33,,3251,,,0,0,1,PQ,0.0,0,0.0,2,21
1512,130308,32.4045,-96.8575,5,WAXAHACHIE_2,WAXAHACHIE_2_1,North_Central,138.0,1.02227,141.07299999999998,-16.04,17.6,7.73,,1530,,,0,0,1,PQ,0.0,0,0.0,1,14
1513,140133,30.3641,-97.7001,6,AUSTIN_37,AUSTIN_37_1,South_Central,69.0,0.9944299999999999,68.616,-9.04,17.5,4.07,,1691,,,0,0,1,PQ,0.0,0,0.0,1,15
1514,130181,32.8197,-96.6711,5,MESQUITE_20,MESQUITE_20_1,North_Central,69.0,1.03,71.07,-30.34,17.44,5.14,,1416,,,0,0,1,PQ,0.0,0,0.0,1,14
1515,110511,30.055,-95.524,7,TOMBALL_12,TOMBALL_12_1,Coast,69.0,0.9932700000000001,68.536,-25.7,17.4,5.4,,351,,,0,0,1,PQ,0.0,0,0.0,1,12
1516,120419,29.6344,-98.3096,6,UNIVERSAL_CITY_14,UNIVERSAL_CITY_14_2,South_Central,69.0,1.00596,69.411,-0.91,17.4,5.3,,1237,,,0,0,1,PQ,0.0,0,0.0,1,13
1517,170215,33.1818,-96.7968,5,PROSPER_9,PROSPER_9_1,North_Central,69.0,1.01738,70.199,-31.23,17.4,1.35,,2609,,,0,0,1,PQ,0.0,0,0.0,1,18
1518,120342,29.4182,-98.4888,6,SAN_ANTONIO_37,SAN_ANTONIO_37_1,South_Central,69.0,1.01476,70.01899999999999,0.05,17.4,5.1,,1182,,,0,0,1,PQ,0.0,0,0.0,1,13
1519,210303,31.7801,-97.5824,5,CLIFTON_4,CLIFTON_4_1,North_Central,138.0,1.03782,143.22,-1.55,17.4,3.09,,3560,,,0,0,1,PQ,0.0,0,0.0,2,22
1520,250289,31.7229,-96.1577,8,FAIRFIELD_4,FAIRFIELD_4_1,East,138.0,1.0391299999999999,143.4,-17.7,17.4,4.8,,4503,,,0,0,1,PQ,0.0,0,0.0,2,26
1521,260160,32.939,-97.149,5,SOUTHLAKE_5,SOUTHLAKE_5_1,North_Central,69.0,1.04477,72.089,-29.97,17.4,4.5,,4678,,58.18,0,0,1,PQ,0.0,0,0.0,2,27
1522,110967,30.1134,-95.7682,7,HOCKLEY_6,HOCKLEY_6_2,Coast,69.0,1.01642,70.133,-22.69,17.4,1.5,,693,,,0,0,1,PQ,0.0,0,0.0,1,12
1523,130314,32.4484,-96.8412,5,RED_OAK_4,RED_OAK_4_1,North_Central,138.0,1.02706,141.734,-16.92,17.3,2.93,,1535,,,0,0,1,PQ,0.0,0,0.0,1,14
1524,150105,33.0326,-98.0583,5,PERRIN_1,PERRIN_1_1,North_Central,138.0,1.03548,142.89700000000002,-3.77,17.3,5.3,,1933,,,0,0,1,PQ,0.0,0,0.0,1,16
1525,110562,29.1307,-95.6308,7,WEST_COLUMBIA_1,WEST_COLUMBIA_1_2,Coast,69.0,1.0171,70.18,-17.41,17.3,5.0,,393,,,0,0,1,PQ,0.0,0,0.0,1,12
1526,120203,29.6858,-98.6454,6,HELOTES_3,HELOTES_3_1,South_Central,69.0,1.02193,70.513,-2.21,17.3,2.56,,1079,,14.31,0,0,1,PQ,0.0,0,0.0,1,13
1527,170446,33.6674,-97.1543,2,GAINESVILLE_3,GAINESVILLE_3_1,North,138.0,1.03151,142.349,-17.11,17.3,5.6,,2798,,,0,0,1,PQ,0.0,0,0.0,1,18
1528,140123,30.3746,-97.7055,6,AUSTIN_32,AUSTIN_32_1,South_Central,69.0,0.99465,68.631,-8.81,17.3,4.8,,1682,,,0,0,1,PQ,0.0,0,0.0,1,15
1529,120199,28.8484,-97.8739,6,HOBSON_3,HOBSON_3_2,South_Central,138.0,1.0439100000000001,144.059,12.73,17.3,5.2,,1075,,,0,0,1,PQ,0.0,0,0.0,1,13
1530,160164,28.9762,-96.6484,7,EDNA_5,EDNA_5_1,Coast,138.0,1.0324200000000001,142.474,0.58,17.3,6.2,,2377,,,0,0,1,PQ,0.0,0,0.0,1,17
1531,120378,29.6079,-98.5336,6,SAN_ANTONIO_45,SAN_ANTONIO_45_1,South_Central,69.0,1.01455,70.00399999999999,-2.29,17.3,3.8,,1207,,,0,0,1,PQ,0.0,0,0.0,1,13
1532,170123,33.2016,-96.7442,5,PROSPER_5,PROSPER_5_1,North_Central,69.0,1.01916,70.322,-30.59,17.3,2.79,,2542,,,0,0,1,PQ,0.0,0,0.0,1,18
1533,250301,31.6085,-94.6692,8,NACOGDOCHES_4,NACOGDOCHES_4_1,East,138.0,1.03411,142.707,-10.73,17.3,2.56,,4513,,,0,0,1,PQ,0.0,0,0.0,2,26
1534,240277,32.5886,-100.6728,3,HERMLEIGH_4,HERMLEIGH_4_2,West,138.0,1.0414,143.714,26.5,17.3,3.76,,4207,,,0,0,1,PQ,0.0,0,0.0,2,25
1535,130222,32.6329,-96.7894,5,LANCASTER_15,LANCASTER_15_1,North_Central,69.0,1.02945,71.032,-27.88,17.29,6.98,,1453,,,0,0,1,PQ,0.0,0,0.0,1,14
1536,120305,29.5162,-98.602,6,SAN_ANTONIO_27,SAN_ANTONIO_27_1,South_Central,69.0,1.00444,69.307,-1.75,17.2,2.94,,1159,,,0,0,1,PQ,0.0,0,0.0,1,13
1537,110759,30.0375,-95.199,7,KINGWOOD_7,KINGWOOD_7_1,Coast,69.0,1.00821,69.566,-27.15,17.2,3.8,,552,,,0,0,1,PQ,0.0,0,0.0,1,12
1538,220102,32.0401,-102.085,1,MIDLAND_15,MIDLAND_15_1,Far_West,138.0,1.03015,142.161,22.94,17.2,5.3,,3682,,,0,0,1,PQ,0.0,0,0.0,2,23
1539,180023,27.4974,-99.4634,4,LAREDO_17,LAREDO_17_1,South,138.0,1.0357399999999999,142.931,20.91,17.2,4.33,,2904,,,0,0,1,PQ,0.0,0,0.0,1,19
1540,270141,29.9951,-98.0907,6,WIMBERLEY_2,WIMBERLEY_2_2,South_Central,69.0,1.00819,69.565,-5.16,17.2,5.1,,4849,,,0,0,1,PQ,0.0,0,0.0,2,28
1541,110473,29.5948,-95.1815,7,WEBSTER_6,WEBSTER_6_1,Coast,69.0,1.02485,70.714,-28.41,17.2,5.3,,321,,,0,0,1,PQ,0.0,0,0.0,1,12
1542,110538,29.6803,-95.0669,7,LA_PORTE_3,LA_PORTE_3_1,Coast,69.0,1.0423200000000001,71.92,-28.21,17.2,2.41,,372,,194.69,0,0,1,PQ,0.0,0,0.0,1,12
1543,150384,32.9729,-97.6842,5,SPRINGTOWN_4,SPRINGTOWN_4_1,North_Central,138.0,1.03106,142.286,-9.65,17.2,5.6,,2141,,,0,0,1,PQ,0.0,0,0.0,1,16
1544,260165,33.1495,-97.1226,5,ARGYLE_4,ARGYLE_4_1,North_Central,69.0,1.02138,70.475,-26.43,17.2,4.25,,4683,,,0,0,1,PQ,0.0,0,0.0,2,27
1545,110181,29.9182,-95.6527,7,CYPRESS_1,CYPRESS_1_1,Coast,69.0,1.02101,70.45,-25.03,17.2,10.58,,86,,,0,0,1,PQ,0.0,0,0.0,1,12
1546,130324,32.4169,-96.8186,5,WAXAHACHIE_4,WAXAHACHIE_4_1,North_Central,138.0,1.01883,140.599,-17.05,17.2,5.72,,1545,,,0,0,1,PQ,0.0,0,0.0,1,14
1547,270090,29.2901,-97.1473,6,SWEET_HOME_5,SWEET_HOME_5_1,South_Central,138.0,1.03915,143.40200000000002,1.58,17.1,1.8,,4805,,,0,0,1,PQ,0.0,0,0.0,2,28
1548,170160,32.9342,-96.3681,5,FATE_2,FATE_2_1,North_Central,69.0,1.02815,70.942,-26.78,17.1,5.2,,2571,,,0,0,1,PQ,0.0,0,0.0,1,18
1549,170144,33.2293,-96.9706,5,AUBREY_3,AUBREY_3_1,North_Central,69.0,1.01556,70.07300000000001,-27.94,17.1,1.43,,2559,,,0,0,1,PQ,0.0,0,0.0,1,18
1550,140098,30.2958,-97.7103,6,AUSTIN_30,AUSTIN_30_1,South_Central,69.0,0.99941,68.959,-10.23,17.1,0.9,,1660,,,0,0,1,PQ,0.0,0,0.0,1,15
1551,230116,30.3782,-96.0751,8,NAVASOTA_3,NAVASOTA_3_1,East,138.0,1.0365,143.037,-9.01,17.1,5.5,,3854,,,0,0,1,PQ,0.0,0,0.0,2,24
1552,150461,32.3995,-97.4078,5,JOSHUA_7,JOSHUA_7_2,North_Central,138.0,1.0315,142.34799999999998,-11.16,17.1,5.55,,2190,,,0,0,1,PQ,0.0,0,0.0,1,16
1553,110971,30.1301,-95.6851,7,PINEHURST_4,PINEHURST_4_2,Coast,69.0,1.01417,69.97800000000001,-22.14,17.1,6.2,,694,,,0,0,1,PQ,0.0,0,0.0,1,12
1554,130221,32.6109,-96.7438,5,LANCASTER_14,LANCASTER_14_2,North_Central,69.0,1.02789,70.92399999999999,-26.78,17.05,5.13,,1452,,,0,0,1,PQ,0.0,0,0.0,1,14
1555,120008,29.7304,-99.7704,3,LEAKEY_1,LEAKEY_1_1,West,138.0,1.04611,144.363,8.09,17.0,3.24,,889,,,0,0,1,PQ,0.0,0,0.0,1,13
1556,140113,30.3374,-97.8711,6,AUSTIN_31,AUSTIN_31_1,South_Central,69.0,1.00167,69.115,-8.74,17.0,5.0,,1674,,,0,0,1,PQ,0.0,0,0.0,1,15
1557,260091,32.2899,-97.2141,5,GRANDVIEW_1,GRANDVIEW_1_2,North_Central,69.0,1.0170000000000001,70.173,-15.28,17.0,5.3,,4631,,,0,0,1,PQ,0.0,0,0.0,2,27
1558,210123,31.2523,-98.8452,3,SAN_SABA_2,SAN_SABA_2_1,West,138.0,1.03063,142.226,2.65,17.0,5.6,,3419,,,0,0,1,PQ,0.0,0,0.0,2,22
1559,220113,32.2576,-101.477,1,BIG_SPRING_6,BIG_SPRING_6_1,Far_West,138.0,1.0285799999999998,141.944,26.65,17.0,3.76,,3693,,,0,0,1,PQ,0.0,0,0.0,2,23
1560,260189,32.5357,-96.9838,5,CEDAR_HILL_8,CEDAR_HILL_8_1,North_Central,138.0,1.01614,140.22799999999998,-19.26,17.0,7.25,,4702,,,0,0,1,PQ,0.0,0,0.0,2,27
1561,250006,32.1518,-95.9675,8,MALAKOFF_1,MALAKOFF_1_1,East,138.0,1.04267,143.889,-10.56,17.0,1.73,,4228,,,0,0,1,PQ,0.0,0,0.0,2,26
1562,140197,30.4241,-97.6114,6,PFLUGERVILLE_7,PFLUGERVILLE_7_1,South_Central,69.0,1.00278,69.192,-7.26,16.9,4.6,,1737,,,0,0,1,PQ,0.0,0,0.0,1,15
1563,110187,29.866999999999997,-95.5896,7,KATY_8,KATY_8_1,Coast,69.0,1.02376,70.64,-25.44,16.9,7.94,,92,,29.98,0,0,1,PQ,0.0,0,0.0,1,12
1564,120206,29.6426,-98.6206,6,HELOTES_5,HELOTES_5_2,South_Central,69.0,1.01381,69.953,-2.03,16.9,3.09,,1081,,,0,0,1,PQ,0.0,0,0.0,1,13
1565,130018,32.3486,-96.5338,5,ENNIS_2,ENNIS_2_1,North_Central,138.0,1.03493,142.82,-19.11,16.9,3.16,,1293,,,0,0,1,PQ,0.0,0,0.0,1,14
1566,230039,29.787,-96.2426,7,SEALY_7,SEALY_7_1,Coast,138.0,1.03598,142.965,-15.55,16.8,5.24,,3780,,,0,0,1,PQ,0.0,0,0.0,2,24
1567,220117,31.8146,-102.48200000000001,1,ODESSA_17,ODESSA_17_1,Far_West,138.0,1.02929,142.042,25.16,16.8,5.3,,3697,,,0,0,1,PQ,0.0,0,0.0,2,23
1568,140162,30.1596,-97.62299999999999,6,DEL_VALLE_5,DEL_VALLE_5_2,South_Central,69.0,1.0253299999999999,70.748,-8.02,16.8,4.8,,1710,,,0,0,1,PQ,0.0,0,0.0,1,15
1569,190053,34.2796,-99.6528,2,CHILLICOTHE_1,CHILLICOTHE_1_1,North,138.0,1.0336299999999998,142.64,24.4,16.8,5.1,,3050,,,0,0,1,PQ,0.0,0,0.0,1,20
1570,250334,31.3543,-94.7575,8,LUFKIN_10,LUFKIN_10_1,East,138.0,1.03597,142.964,-13.86,16.8,5.3,,4542,,,0,0,1,PQ,0.0,0,0.0,2,26
1571,210298,31.9065,-98.5954,5,COMANCHE_3,COMANCHE_3_1,North_Central,138.0,1.04653,144.421,4.7,16.8,5.7,,3556,,,0,0,1,PQ,0.0,0,0.0,2,22
1572,150320,32.9554,-97.1906,5,SOUTHLAKE_1,SOUTHLAKE_1_1,North_Central,69.0,1.01121,69.773,-25.84,16.8,4.8,,2090,,,0,0,1,PQ,0.0,0,0.0,1,16
1573,120242,29.5055,-98.4573,6,SAN_ANTONIO_6,SAN_ANTONIO_6_2,South_Central,69.0,1.00922,69.63600000000001,-0.66,16.8,5.8,,1109,,,0,0,1,PQ,0.0,0,0.0,1,13
1574,200007,26.1449,-97.9582,4,WESLACO_4,WESLACO_4_1,South,138.0,1.04601,144.349,28.84,16.7,5.9,,3143,,72.27,0,0,1,PQ,0.0,0,0.0,2,21
1575,150417,33.2136,-97.7576,5,BRIDGEPORT_2,BRIDGEPORT_2_1,North_Central,138.0,1.03481,142.803,-8.37,16.7,4.7,,2174,,,0,0,1,PQ,0.0,0,0.0,1,16
1576,120361,29.6723,-98.4939,6,BULVERDE_9,BULVERDE_9_1,South_Central,69.0,1.0428899999999999,71.959,-3.07,16.7,1.88,,1194,,44.7,0,0,1,PQ,0.0,0,0.0,1,13
1577,250234,32.6689,-95.4905,8,MINEOLA_5,MINEOLA_5_2,East,138.0,1.03641,143.025,-17.13,16.6,5.1,,4451,,,0,0,1,PQ,0.0,0,0.0,2,26
1578,180035,27.7568,-98.5192,4,BENAVIDES_1,BENAVIDES_1_1,South,138.0,1.04359,144.015,22.44,16.6,5.1,,2915,,,0,0,1,PQ,0.0,0,0.0,1,19
1579,110925,30.3962,-95.4587,7,WILLIS_4,WILLIS_4_1,Coast,69.0,1.0185799999999998,70.282,-25.46,16.6,5.1,,671,,,0,0,1,PQ,0.0,0,0.0,1,12
1580,150188,32.5561,-97.4007,5,CROWLEY_2,CROWLEY_2_1,North_Central,69.0,1.00831,69.57300000000001,-17.22,16.5,4.7,,1997,,,0,0,1,PQ,0.0,0,0.0,1,16
1581,120157,30.2853,-98.8766,3,FREDERICKSBURG_8,FREDERICKSBURG_8_1,West,138.0,1.03467,142.784,1.28,16.5,4.6,,1034,,,0,0,1,PQ,0.0,0,0.0,1,13
1582,140143,30.4317,-97.8289,6,CEDAR_PARK_7,CEDAR_PARK_7_2,South_Central,69.0,1.0023600000000001,69.163,-8.22,16.5,5.7,,1697,,,0,0,1,PQ,0.0,0,0.0,1,15
1583,140172,30.2036,-97.9605,6,MANCHACA_2,MANCHACA_2_1,South_Central,69.0,1.01296,69.89399999999999,-7.59,16.5,3.39,,1718,,,0,0,1,PQ,0.0,0,0.0,1,15
1584,170307,33.1786,-96.5211,5,PRINCETON_1,PRINCETON_1_2,North_Central,69.0,1.00769,69.531,-28.5,16.5,3.31,,2677,,,0,0,1,PQ,0.0,0,0.0,1,18
1585,250337,31.369,-94.7244,8,LUFKIN_12,LUFKIN_12_1,East,138.0,1.03816,143.266,-13.27,16.5,2.79,,4545,,,0,0,1,PQ,0.0,0,0.0,2,26
1586,130094,32.7873,-96.723,5,DALLAS_16,DALLAS_16_1,North_Central,69.0,1.02694,70.859,-31.62,16.4,2.94,,1356,,,0,0,1,PQ,0.0,0,0.0,1,14
1587,180047,28.3516,-99.2682,4,ARTESIA_WELLS_1,ARTESIA_WELLS_1_1,South,138.0,1.0441,144.086,13.5,16.4,2.26,,2924,,,0,0,1,PQ,0.0,0,0.0,1,19
1588,260129,32.5678,-97.1925,5,MANSFIELD_8,MANSFIELD_8_2,North_Central,69.0,1.01068,69.737,-19.87,16.4,5.3,,4656,,,0,0,1,PQ,0.0,0,0.0,2,27
1589,170185,32.996,-96.6353,5,SACHSE_5,SACHSE_5_1,North_Central,69.0,1.0091,69.628,-28.94,16.4,3.69,,2590,,,0,0,1,PQ,0.0,0,0.0,1,18
1590,170467,33.4563,-96.5973,2,VAN_ALSTYNE_2,VAN_ALSTYNE_2_1,North,138.0,1.04255,143.872,-28.05,16.4,3.61,,2817,,63.58,0,0,1,PQ,0.0,0,0.0,1,18
1591,160185,27.908,-97.1576,4,INGLESIDE_3,INGLESIDE_3_1,South,138.0,1.03403,142.696,22.19,16.3,2.71,,2398,,,0,0,1,PQ,0.0,0,0.0,1,17
1592,170104,33.0389,-96.8181,5,ADDISON_16,ADDISON_16_1,North_Central,69.0,1.00111,69.077,-32.37,16.3,5.0,,2527,,,0,0,1,PQ,0.0,0,0.0,1,18
1593,150207,32.7069,-97.3877,5,FORT_WORTH_7,FORT_WORTH_7_1,North_Central,69.0,1.02367,70.633,-21.64,16.3,3.24,,2010,,,0,0,1,PQ,0.0,0,0.0,1,16
1594,200035,26.206999999999997,-98.3481,4,MISSION_6,MISSION_6_1,South,138.0,1.03878,143.352,27.25,16.3,4.07,,3170,,,0,0,1,PQ,0.0,0,0.0,2,21
1595,140050,30.6881,-98.7233,3,LLANO_1,LLANO_1_1,West,138.0,1.0337399999999999,142.657,0.15,16.3,5.2,,1623,,,0,0,1,PQ,0.0,0,0.0,1,15
1596,230231,30.5922,-96.2778,8,COLLEGE_STATION_9,COLLEGE_STATION_9_1,East,138.0,1.03665,143.058,-7.17,16.3,5.7,,3968,,,0,0,1,PQ,0.0,0,0.0,2,24
1597,250310,31.7975,-95.1505,8,RUSK_4,RUSK_4_1,East,138.0,1.0390000000000001,143.382,-7.32,16.3,4.25,,4519,,,0,0,1,PQ,0.0,0,0.0,2,26
1598,250317,32.2056,-95.8258,8,ATHENS_3,ATHENS_3_1,East,138.0,1.03059,142.222,-19.39,16.3,2.56,,4526,,,0,0,1,PQ,0.0,0,0.0,2,26
1599,110845,29.9207,-95.4403,7,SPRING_13,SPRING_13_1,Coast,69.0,1.0246899999999999,70.703,-27.93,16.3,2.86,,617,,,0,0,1,PQ,0.0,0,0.0,1,12
1600,120197,29.1367,-98.1573,6,FLORESVILLE_3,FLORESVILLE_3_1,South_Central,138.0,1.03049,142.208,6.07,16.2,2.49,,1074,,,0,0,1,PQ,0.0,0,0.0,1,13
1601,110316,29.6853,-95.4373,7,BELLAIRE_3,BELLAIRE_3_1,Coast,69.0,0.99582,68.711,-26.48,16.2,2.79,,208,,,0,0,1,PQ,0.0,0,0.0,1,12
1602,160151,27.7214,-97.3512,4,CORPUS_CHRISTI_17,CORPUS_CHRISTI_17_1,South,138.0,1.02414,141.33100000000002,22.08,16.2,3.98,,2364,,,0,0,1,PQ,0.0,0,0.0,1,17
1603,240151,32.8264,-99.4077,5,LUEDERS_1,LUEDERS_1_1,North_Central,138.0,1.0374700000000001,143.171,11.09,16.2,4.25,,4144,,,0,0,1,PQ,0.0,0,0.0,2,25
1604,120243,29.5229,-98.4136,6,UNIVERSAL_CITY_9,UNIVERSAL_CITY_9_1,South_Central,69.0,0.99497,68.653,-2.3,16.2,4.07,,1110,,,0,0,1,PQ,0.0,0,0.0,1,13
1605,110923,29.5893,-95.464,7,FRESNO_6,FRESNO_6_1,Coast,69.0,1.02814,70.942,-24.21,16.2,5.2,,669,,,0,0,1,PQ,0.0,0,0.0,1,12
1606,110268,29.8726,-95.6182,7,KATY_61,KATY_61_1,Coast,69.0,1.02902,71.002,-25.5,16.1,8.73,,168,,,0,0,1,PQ,0.0,0,0.0,1,12
1607,150001,33.9659,-98.6778,2,IOWA_PARK_1,IOWA_PARK_1_1,North,138.0,1.03132,142.32299999999998,6.87,16.1,8.74,,1829,,,0,0,1,PQ,0.0,0,0.0,1,16
1608,110198,29.8778,-95.5847,7,CYPRESS_4,CYPRESS_4_1,Coast,69.0,1.01796,70.24,-25.22,16.1,8.28,,100,,,0,0,1,PQ,0.0,0,0.0,1,12
1609,111342,29.7029,-95.0718,7,LA_PORTE_10,LA_PORTE_10_1,Coast,138.0,1.0348600000000001,142.81,-22.69,16.1,8.0,,860,,,0,0,1,PQ,0.0,0,0.0,1,12
1610,140295,30.5737,-98.2862,6,MARBLE_FALLS_5,MARBLE_FALLS_5_1,South_Central,138.0,1.03104,142.283,-1.78,16.1,1.65,,1801,,,0,0,1,PQ,0.0,0,0.0,1,15
1611,150197,32.5557,-97.3566,5,BURLESON_6,BURLESON_6_1,North_Central,69.0,1.00718,69.49600000000001,-17.75,16.1,4.7,,2002,,,0,0,1,PQ,0.0,0,0.0,1,16
1612,120238,29.5579,-98.3626,6,UNIVERSAL_CITY_8,UNIVERSAL_CITY_8_1,South_Central,69.0,1.0109700000000001,69.757,-1.67,16.0,5.3,,1107,,,0,0,1,PQ,0.0,0,0.0,1,13
