,UID,From Bus,From Name,To Bus,To Name,Circuit,Status,Branch Device Type,Xfrmr,R,X,B,Cont Rating,Lim MVA B,Lim MVA C
2270,2271,111170,SUGAR_LAND_74_2,111153,SUGAR_LAND_69_1,1,Closed,Line,NO,0.01427,0.02982,0.00295,135.300004,135.300004,135.300004
2271,2272,120419,UNIVERSAL_CITY_14_2,120432,UNIVERSAL_CITY_17_1,1,Closed,Line,NO,0.008320000000000001,0.02327,0.00116,135.39999699999998,135.39999699999998,135.39999699999998
2272,2273,120421,CIBOLO_2_1,120431,CIBOLO_7_1,1,Closed,Line,NO,0.00636,0.01704,0.0019199999999999998,135.39999699999998,135.39999699999998,135.39999699999998
2273,2274,140125,PFLUGERVILLE_1_1,140123,AUSTIN_32_1,1,Closed,Line,NO,0.00644,0.017490000000000002,0.00091,135.39999699999998,135.39999699999998,135.39999699999998
2274,2275,150210,FORT_WORTH_10_1,150338,FORT_WORTH_22_2,1,Closed,Line,NO,0.00656,0.01707,0.00307,135.39999699999998,135.39999699999998,135.39999699999998
2275,2276,140098,AUSTIN_30_1,140364,AUSTIN_57_1,1,Closed,Line,NO,0.00464,0.01227,0.00053,135.39999699999998,135.39999699999998,135.39999699999998
2276,2277,130151,ADDISON_3_1,130156,CARROLLTON_5_1,1,Closed,Line,NO,0.009470000000000001,0.024980000000000002,0.0023,135.500002,135.500002,135.500002
2277,2278,150287,NAVAL_AIR_STATION__JRB_3_2,150303,NAVAL_AIR_STATION__JRB_8_1,1,Closed,Line,NO,0.007370000000000001,0.01996,0.00137,135.500002,135.500002,135.500002
2278,2279,150167,KOPPERL_2_1,150169,RIO_VISTA_3_2,1,Closed,Line,NO,0.05175,0.13701,0.00586,135.599995,135.599995,135.599995
2279,2280,140162,DEL_VALLE_5_2,140084,AUSTIN_20_1,1,Closed,Line,NO,0.01618,0.04849,0.0039299999999999995,135.599995,135.599995,135.599995
2280,2281,110521,TOMBALL_15_1,111041,TOMBALL_24_1,1,Closed,Line,NO,0.00938,0.02732,0.00145,135.699999,135.699999,135.699999
2281,2282,150208,FORT_WORTH_8_1,150201,FORT_WORTH_2_2,1,Closed,Line,NO,0.01057,0.028310000000000002,0.00056,135.699999,135.699999,135.699999
2282,2283,110836,SPRING_8_1,110847,SPRING_14_1,1,Closed,Line,NO,0.0087,0.01906,0.00059,135.699999,135.699999,135.699999
2283,2284,110589,KATY_82_2,110250,KATY_47_1,1,Closed,Line,NO,0.00532,0.01594,0.00081,135.800004,135.800004,135.800004
2284,2285,110880,PEARLAND_11_2,110907,BELLAIRE_22_1,1,Closed,Line,NO,0.04392,0.08874,0.00677,135.800004,135.800004,135.800004
2285,2286,170285,RICHARDSON_9_1,170277,RICHARDSON_6_2,1,Closed,Line,NO,0.017130000000000003,0.039619999999999995,0.0011099999999999999,135.800004,135.800004,135.800004
2286,2287,110328,BELLAIRE_13_1,110326,BELLAIRE_11_2,1,Closed,Line,NO,0.010409999999999999,0.02376,0.00056,135.800004,135.800004,135.800004
2287,2288,120382,SAN_ANTONIO_48_1,120383,SAN_ANTONIO_49_1,1,Closed,Line,NO,0.00948,0.01851,0.00134,135.800004,135.800004,135.800004
2288,2289,140103,CEDAR_PARK_1_1,140112,LEANDER_3_1,1,Closed,Line,NO,0.0070799999999999995,0.02135,0.00206,135.89999699999998,135.89999699999998,135.89999699999998
2289,2290,260146,COLLEYVILLE_3_2,260153,COLLEYVILLE_5_1,1,Closed,Line,NO,0.00314,0.00692,0.00057,135.89999699999998,135.89999699999998,135.89999699999998
2290,2291,230197,PLANTERSVILLE_7_1,110960,PINEHURST_2_3,1,Closed,Line,NO,0.02045,0.052289999999999996,0.0027300000000000002,136.000001,136.000001,136.000001
2291,2292,210176,KILLEEN_4_2,210191,KILLEEN_7_1,1,Closed,Line,NO,0.01009,0.02047,0.00139,136.000001,136.000001,136.000001
2292,2293,260030,GRAND_PRAIRIE_4_1,260034,GRAND_PRAIRIE_7_2,1,Closed,Line,NO,0.00878,0.02238,0.00187,136.000001,136.000001,136.000001
2293,2294,260104,COPPELL_9_2,260100,COPPELL_8_1,1,Closed,Line,NO,0.00662,0.015009999999999999,0.00106,136.09999399999998,136.09999399999998,136.09999399999998
2294,2295,130272,DALLAS_24_2,130062,DALLAS_10_1,1,Closed,Line,NO,0.00648,0.01511,0.00063,136.09999399999998,136.09999399999998,136.09999399999998
2295,2296,110627,SUGAR_LAND_21_1,110661,SUGAR_LAND_45_1,1,Closed,Line,NO,0.00294,0.00744,0.00101,136.09999399999998,136.09999399999998,136.09999399999998
2296,2297,140208,AUSTIN_51_1,140200,MANCHACA_3_2,1,Closed,Line,NO,0.00451,0.01172,0.00248,136.09999399999998,136.09999399999998,136.09999399999998
2297,2298,111164,SUGAR_LAND_70_1,111175,SUGAR_LAND_76_2,1,Closed,Line,NO,0.00207,0.00358,0.00022999999999999998,136.199999,136.199999,136.199999
2298,2299,170120,PROSPER_3_3,170123,PROSPER_5_1,1,Closed,Line,NO,0.01182,0.02275,0.0007599999999999999,136.199999,136.199999,136.199999
2299,2300,120366,BULVERDE_12_1,120364,SAN_ANTONIO_38_2,1,Closed,Line,NO,0.01226,0.02485,0.00106,136.199999,136.199999,136.199999
2300,2301,130187,MESQUITE_26_1,130185,MESQUITE_24_1,1,Closed,Line,NO,0.00225,0.0054600000000000004,0.0017800000000000001,136.399996,136.399996,136.399996
2301,2302,170435,LAKE_DALLAS_4_2,170433,LAKE_DALLAS_3_1,1,Closed,Line,NO,0.017480000000000002,0.04235,0.00165,136.399996,136.399996,136.399996
2302,2303,110609,SUGAR_LAND_5_1,110672,SUGAR_LAND_53_1,1,Closed,Line,NO,0.00845,0.02313,0.0036,136.399996,136.399996,136.399996
2303,2304,170443,DENTON_7_2,170437,DENTON_5_1,1,Closed,Line,NO,0.014709999999999999,0.03361,0.00114,136.399996,136.399996,136.399996
2304,2305,210216,BRUCEVILLE_1_1,210232,HEWITT_7_1,1,Closed,Line,NO,0.03241,0.08179,0.0025,136.399996,136.399996,136.399996
2305,2306,150315,CROWLEY_4_1,150308,CROWLEY_3_2,1,Closed,Line,NO,0.023,0.05671,0.00213,136.500001,136.500001,136.500001
2306,2307,140081,AUSTIN_18_1,140063,AUSTIN_6_1,1,Closed,Line,NO,0.0089,0.02195,0.00063,136.500001,136.500001,136.500001
2307,2308,110789,HOUSTON_31_2,110798,HOUSTON_36_1,1,Closed,Line,NO,0.01055,0.02624,0.0012,136.500001,136.500001,136.500001
2308,2309,120391,UNIVERSAL_CITY_10_2,120423,UNIVERSAL_CITY_15_1,1,Closed,Line,NO,0.013340000000000001,0.028089999999999997,0.00236,136.500001,136.500001,136.500001
2309,2310,170188,ALLEN_3_2,170199,ALLEN_8_1,1,Closed,Line,NO,0.01542,0.03725,0.0038200000000000005,136.500001,136.500001,136.500001
2310,2311,260032,GRAND_PRAIRIE_6_1,260030,GRAND_PRAIRIE_4_1,1,Closed,Line,NO,0.01015,0.030039999999999997,0.0009400000000000001,136.500001,136.500001,136.500001
2311,2312,111108,SOUTH_HOUSTON_7_1,111099,SOUTH_HOUSTON_4_2,1,Closed,Line,NO,0.01038,0.027360000000000002,0.0009,136.600006,136.600006,136.600006
2312,2313,260154,GRAPEVINE_3_1,260157,SOUTHLAKE_4_1,1,Closed,Line,NO,0.00655,0.018269999999999998,0.00044,136.600006,136.600006,136.600006
2313,2314,110186,KATY_7_1,110214,KATY_22_1,1,Closed,Line,NO,0.00297,0.009290000000000001,0.00244,136.600006,136.600006,136.600006
2314,2315,130164,CARROLLTON_8_1,130167,CARROLLTON_8_4,1,Closed,Transformer,YES,0.00454,0.14447000000000002,0.0,136.600006,136.600006,136.600006
2315,2316,110749,KINGWOOD_2_1,110764,KINGWOOD_9_1,1,Closed,Line,NO,0.00717,0.016630000000000002,0.00248,136.600006,136.600006,136.600006
2316,2317,110533,DEER_PARK_2_1,110555,CHANNELVIEW_12_1,1,Closed,Line,NO,0.00733,0.02352,0.00091,136.600006,136.600006,136.600006
2317,2318,150147,KENNEDALE_4_1,150145,KENNEDALE_3_1,1,Closed,Line,NO,0.01555,0.02925,0.0007599999999999999,136.600006,136.600006,136.600006
2318,2319,110657,MISSOURI_CITY_1_1,110679,MISSOURI_CITY_5_1,1,Closed,Line,NO,0.00099,0.0027199999999999998,0.00301,136.699998,136.699998,136.699998
2319,2320,130288,DALLAS_38_1,130301,DALLAS_45_1,1,Closed,Line,NO,0.00859,0.02444,0.00224,136.699998,136.699998,136.699998
2320,2321,260029,CEDAR_HILL_1_1,260085,CEDAR_HILL_3_2,1,Closed,Line,NO,0.01201,0.033260000000000005,0.00742,136.699998,136.699998,136.699998
2321,2322,110476,PEARLAND_8_1,110481,FRIENDSWOOD_8_2,1,Closed,Line,NO,0.00995,0.0191,0.0015,136.699998,136.699998,136.699998
2322,2323,111106,PASADENA_3_2,110543,DEER_PARK_6_1,1,Closed,Line,NO,0.0061,0.0136,0.00324,136.699998,136.699998,136.699998
2323,2324,170347,GARLAND_31_1,170399,GARLAND_61_1,1,Closed,Line,NO,0.00595,0.01377,0.00084,136.699998,136.699998,136.699998
2324,2325,130159,ADDISON_7_2,170324,ADDISON_20_1,1,Closed,Line,NO,0.009609999999999999,0.02447,0.0028899999999999998,136.899996,136.899996,136.899996
2325,2326,110333,BELLAIRE_16_1,110999,BELLAIRE_31_2,1,Closed,Line,NO,0.01157,0.02935,0.00288,136.899996,136.899996,136.899996
2326,2327,150214,FORT_WORTH_12_2,150244,HALTOM_CITY_10_1,1,Closed,Line,NO,0.00627,0.01461,0.0012900000000000001,136.899996,136.899996,136.899996
2327,2328,111144,ROSHARON_5_2,111128,ROSHARON_2_1,1,Closed,Line,NO,0.02305,0.055310000000000005,0.005370000000000001,137.0,137.0,137.0
2328,2329,260057,IRVING_9_1,130117,IRVING_2_1,1,Closed,Line,NO,0.00635,0.021509999999999998,0.00117,137.0,137.0,137.0
2329,2330,140294,GEORGETOWN_5_2,140275,ROUND_ROCK_9_1,1,Closed,Line,NO,0.03173,0.06622,0.00126,137.0,137.0,137.0
2330,2331,110674,SUGAR_LAND_55_1,110683,SUGAR_LAND_59_1,1,Closed,Line,NO,0.00517,0.01119,0.00757,137.0,137.0,137.0
2331,2332,170301,RICHARDSON_17_2,170300,RICHARDSON_17_1,1,Closed,Transformer,YES,0.0015199999999999999,0.04385,0.0,137.0,137.0,137.0
2332,2333,150158,CLEBURNE_1_1,150164,RIO_VISTA_1_1,1,Closed,Line,NO,0.04539,0.09304,0.0035700000000000003,137.100005,137.100005,137.100005
2333,2334,110723,ANGLETON_5_1,110567,BRAZORIA_4_2,1,Closed,Line,NO,0.03898,0.09518,0.00566,137.100005,137.100005,137.100005
2334,2335,110456,KEMAH_4_1,110460,DICKINSON_1_1,1,Closed,Line,NO,0.0137,0.03203,0.00232,137.199998,137.199998,137.199998
2335,2336,140143,CEDAR_PARK_7_2,140144,CEDAR_PARK_8_1,1,Closed,Line,NO,0.0091,0.02053,0.00106,137.199998,137.199998,137.199998
2336,2337,130128,COPPELL_2_1,130132,IRVING_5_2,1,Closed,Line,NO,0.00845,0.0165,0.00032,137.199998,137.199998,137.199998
2337,2338,110281,CYPRESS_30_1,111043,CYPRESS_49_2,1,Closed,Line,NO,0.00591,0.015280000000000002,0.00133,137.300003,137.300003,137.300003
2338,2339,130057,DALLAS_8_1,130050,DALLAS_4_1,1,Closed,Line,NO,0.0043100000000000005,0.00824,0.00124,137.300003,137.300003,137.300003
2339,2340,110388,HIGHLANDS_1_2,110556,LA_PORTE_8_1,1,Closed,Line,NO,0.008709999999999999,0.02192,0.02422,137.300003,137.300003,137.300003
2340,2341,130298,DALLAS_42_2,130278,DALLAS_30_1,1,Closed,Line,NO,0.007490000000000001,0.017,0.00117,137.399995,137.399995,137.399995
2341,2342,111052,SPRING_24_2,111054,SPRING_25_2,1,Closed,Line,NO,0.00892,0.021759999999999998,0.00392,137.399995,137.399995,137.399995
2342,2343,210215,HEWITT_5_2,210226,BRUCEVILLE_2_1,1,Closed,Line,NO,0.01697,0.042460000000000005,0.01081,137.399995,137.399995,137.399995
2343,2344,110202,KATY_16_1,110184,KATY_5_1,1,Closed,Line,NO,0.0027300000000000002,0.0068,0.00029,137.399995,137.399995,137.399995
2344,2345,150248,JUSTIN_2_2,150249,ARGYLE_1_1,1,Closed,Line,NO,0.016980000000000002,0.04274,0.00657,137.399995,137.399995,137.399995
2345,2346,120324,SAN_ANTONIO_29_1,120333,SAN_ANTONIO_33_1,1,Closed,Line,NO,0.01004,0.01686,0.00143,137.5,137.5,137.5
2346,2347,260079,ARLINGTON_8_1,260071,MANSFIELD_4_1,1,Closed,Line,NO,0.00698,0.02153,0.0018899999999999998,137.5,137.5,137.5
2347,2348,130129,COPPELL_3_1,170105,THE_COLONY_3_1,1,Closed,Line,NO,0.01616,0.04371,0.00615,137.600005,137.600005,137.600005
2348,2349,110554,WEBSTER_9_2,110475,WEBSTER_7_1,1,Closed,Line,NO,0.00715,0.016890000000000002,0.0009400000000000001,137.600005,137.600005,137.600005
2349,2350,130140,DUNCANVILLE_11_1,130142,DUNCANVILLE_12_2,1,Closed,Line,NO,0.01069,0.024659999999999998,0.00117,137.600005,137.600005,137.600005
2350,2351,170347,GARLAND_31_1,170425,GARLAND_86_1,1,Closed,Line,NO,0.00148,0.0030800000000000003,0.00197,137.600005,137.600005,137.600005
2351,2352,120378,SAN_ANTONIO_45_1,120366,BULVERDE_12_1,1,Closed,Line,NO,0.02249,0.037489999999999996,0.00195,137.600005,137.600005,137.600005
2352,2353,130231,DESOTO_16_1,130267,LANCASTER_29_1,1,Closed,Line,NO,0.00885,0.01917,0.00359,137.699997,137.699997,137.699997
2353,2354,120234,UNIVERSAL_CITY_5_1,120243,UNIVERSAL_CITY_9_1,1,Closed,Line,NO,0.0108,0.02326,0.00765,137.699997,137.699997,137.699997
2354,2355,130058,DUNCANVILLE_3_1,130047,DUNCANVILLE_1_1,1,Closed,Line,NO,0.00419,0.01354,0.0009699999999999999,137.699997,137.699997,137.699997
2355,2356,260115,LEWISVILLE_7_1,170241,LEWISVILLE_2_1,1,Closed,Line,NO,0.00573,0.013930000000000001,0.00263,137.699997,137.699997,137.699997
2356,2357,170101,ADDISON_14_2,170255,RICHARDSON_2_1,1,Closed,Line,NO,0.0268,0.0772,0.00585,137.699997,137.699997,137.699997
2357,2358,150306,NAVAL_AIR_STATION__JRB_11_1,150217,NAVAL_AIR_STATION__JRB_2_1,1,Closed,Line,NO,0.00392,0.011090000000000001,0.00196,137.699997,137.699997,137.699997
2358,2359,140190,PFLUGERVILLE_5_2,140181,PFLUGERVILLE_3_1,1,Closed,Line,NO,0.01175,0.03567,0.0028,137.699997,137.699997,137.699997
2359,2360,120327,SAN_ANTONIO_31_2,120334,SAN_ANTONIO_34_1,1,Closed,Line,NO,0.007679999999999999,0.01649,0.00026000000000000003,137.699997,137.699997,137.699997
2360,2361,260178,ARLINGTON_15_1,260177,HURST_6_1,1,Closed,Line,NO,0.006940000000000001,0.0188,0.00372,137.800002,137.800002,137.800002
2361,2362,110657,MISSOURI_CITY_1_1,110666,THOMPSONS_3_1,1,Closed,Line,NO,0.013130000000000001,0.03083,0.009309999999999999,137.800002,137.800002,137.800002
2362,2363,110809,RICHMOND_4_1,110810,RICHMOND_5_1,1,Closed,Line,NO,0.00889,0.02118,0.00133,137.899995,137.899995,137.899995
2363,2364,210178,FLORENCE_1_1,210239,FLORENCE_3_1,1,Closed,Line,NO,0.018080000000000002,0.05442,0.01517,137.899995,137.899995,137.899995
2364,2365,120420,CIBOLO_1_1,120424,CIBOLO_3_1,1,Closed,Line,NO,0.02036,0.057429999999999995,0.00265,137.899995,137.899995,137.899995
2365,2366,140076,AUSTIN_14_1,140094,AUSTIN_27_2,1,Closed,Line,NO,0.02048,0.055639999999999995,0.0025399999999999997,137.899995,137.899995,137.899995
2366,2367,111298,SUGAR_LAND_78_1,111173,SUGAR_LAND_75_3,1,Closed,Line,NO,0.01075,0.02999,0.00085,138.0,138.0,138.0
2367,2368,110255,KATY_52_1,110260,KATY_57_1,1,Closed,Line,NO,0.00372,0.01028,0.00106,138.0,138.0,138.0
2368,2369,110377,CONROE_11_1,110374,MAGNOLIA_4_1,1,Closed,Line,NO,0.012740000000000001,0.03152,0.0011300000000000001,138.100004,138.100004,138.100004
2369,2370,110327,BELLAIRE_12_1,110915,STAFFORD_15_2,1,Closed,Line,NO,0.00713,0.01855,0.00808,138.100004,138.100004,138.100004
2370,2371,140204,AUSTIN_50_1,140225,AUSTIN_54_2,1,Closed,Line,NO,0.006220000000000001,0.01686,0.00085,138.100004,138.100004,138.100004
2371,2372,110263,CYPRESS_23_2,110269,CYPRESS_25_1,1,Closed,Line,NO,0.00283,0.008440000000000001,0.0032,138.100004,138.100004,138.100004
2372,2373,110843,SPRING_11_1,110857,CYPRESS_42_2,1,Closed,Line,NO,0.00872,0.01941,0.00343,138.100004,138.100004,138.100004
2373,2374,110834,HOUSTON_41_1,110855,HOUSTON_47_2,1,Closed,Line,NO,0.01114,0.027180000000000003,0.00124,138.100004,138.100004,138.100004
2374,2375,110574,KATY_73_1,110806,RICHMOND_2_1,1,Closed,Line,NO,0.010159999999999999,0.02624,0.019,138.100004,138.100004,138.100004
2375,2376,110487,CLUTE_2_1,110715,ANGLETON_1_1,1,Closed,Line,NO,0.0171,0.056639999999999996,0.00642,138.199997,138.199997,138.199997
2376,2377,210226,BRUCEVILLE_2_1,210216,BRUCEVILLE_1_1,1,Closed,Line,NO,0.01722,0.04767,0.00144,138.199997,138.199997,138.199997
2377,2378,130274,DALLAS_26_1,130285,DALLAS_36_1,1,Closed,Line,NO,0.011859999999999999,0.02665,0.00067,138.199997,138.199997,138.199997
2378,2379,110163,GALENA_PARK_1_2,110167,HUMBLE_3_1,1,Closed,Line,NO,0.015780000000000002,0.03669,0.00207,138.300002,138.300002,138.300002
2379,2380,110163,GALENA_PARK_1_2,110179,HOUSTON_3_1,1,Closed,Line,NO,0.01548,0.032780000000000004,0.00114,138.300002,138.300002,138.300002
2380,2381,130125,IRVING_4_1,130124,IRVING_3_2,1,Closed,Line,NO,0.00671,0.01581,0.005370000000000001,138.300002,138.300002,138.300002
2381,2382,110474,PEARLAND_7_1,111104,SOUTH_HOUSTON_5_1,1,Closed,Line,NO,0.00685,0.013869999999999999,0.013969999999999998,138.300002,138.300002,138.300002
2382,2383,110425,GALENA_PARK_5_1,110428,CHANNELVIEW_10_1,1,Closed,Line,NO,0.01296,0.030680000000000002,0.0022199999999999998,138.300002,138.300002,138.300002
2383,2384,260028,KENNEDALE_13_1,260027,HURST_1_1,1,Closed,Line,NO,0.00633,0.01759,0.00398,138.300002,138.300002,138.300002
2384,2385,110450,LEAGUE_CITY_1_2,110453,LEAGUE_CITY_2_1,1,Closed,Line,NO,0.0058200000000000005,0.0179,0.0008,138.399994,138.399994,138.399994
2385,2386,110430,CHANNELVIEW_11_2,110555,CHANNELVIEW_12_1,1,Closed,Line,NO,0.00639,0.01589,0.00199,138.399994,138.399994,138.399994
2386,2387,110691,HOUSTON_6_1,110707,HOUSTON_16_1,1,Closed,Line,NO,0.00307,0.0076,0.0026100000000000003,138.499999,138.499999,138.499999
2387,2388,111017,BELLAIRE_41_1,111001,BELLAIRE_32_2,1,Closed,Line,NO,0.01151,0.024909999999999998,0.0005,138.499999,138.499999,138.499999
2388,2389,150235,NORTH_RICHLAND_HILLS_8_1,150257,KELLER_3_1,1,Closed,Line,NO,0.052329999999999995,0.13675,0.0034200000000000003,138.499999,138.499999,138.499999
2389,2390,150347,CROWLEY_10_2,150348,CROWLEY_11_1,2,Closed,Line,NO,0.00783,0.017830000000000002,0.00183,138.499999,138.499999,138.499999
2390,2391,150347,CROWLEY_10_2,150348,CROWLEY_11_1,1,Closed,Line,NO,0.00783,0.017830000000000002,0.00183,138.499999,138.499999,138.499999
2391,2392,130139,CARROLLTON_3_2,130137,CARROLLTON_2_1,1,Closed,Line,NO,0.0009599999999999999,0.00203,0.00011999999999999999,138.600004,138.600004,138.600004
2392,2393,140060,AUSTIN_3_1,140066,AUSTIN_8_1,1,Closed,Line,NO,0.00494,0.01222,0.00395,138.699996,138.699996,138.699996
2393,2394,110613,SUGAR_LAND_8_1,110673,SUGAR_LAND_54_1,1,Closed,Line,NO,0.00446,0.01385,0.0012699999999999999,138.699996,138.699996,138.699996
2394,2395,111080,SANTA_FE_4_1,111081,HITCHCOCK_4_1,1,Closed,Line,NO,0.01589,0.03606,0.0012900000000000001,138.800001,138.800001,138.800001
2395,2396,170207,PLANO_4_2,170292,RICHARDSON_15_2,1,Closed,Line,NO,0.010209999999999999,0.02444,0.00088,138.800001,138.800001,138.800001
2396,2397,110822,RICHMOND_14_1,110819,RICHMOND_11_2,1,Closed,Line,NO,0.00733,0.017240000000000002,0.00125,138.800001,138.800001,138.800001
2397,2398,110261,CYPRESS_22_1,110202,KATY_16_1,1,Closed,Line,NO,0.00206,0.0055,0.00033,138.800001,138.800001,138.800001
2398,2399,110681,SUGAR_LAND_58_1,110627,SUGAR_LAND_21_1,1,Closed,Line,NO,0.00477,0.0135,0.0007,138.800001,138.800001,138.800001
2399,2400,110692,HOUSTON_7_1,110704,HOUSTON_13_2,1,Closed,Line,NO,0.0093,0.02963,0.00085,138.800001,138.800001,138.800001
2400,2401,110814,FULSHEAR_3_1,110816,RICHMOND_9_1,1,Closed,Line,NO,0.0119,0.032560000000000006,0.0034100000000000003,138.90000600000002,138.90000600000002,138.90000600000002
2401,2402,111109,PASADENA_4_1,111106,PASADENA_3_2,1,Closed,Line,NO,0.00367,0.00983,0.0007599999999999999,138.90000600000002,138.90000600000002,138.90000600000002
2402,2403,110988,SPRING_21_2,110980,SPRING_19_1,1,Closed,Line,NO,0.0064,0.01886,0.0008900000000000001,138.90000600000002,138.90000600000002,138.90000600000002
2403,2404,110420,CHANNELVIEW_6_1,110423,CHANNELVIEW_8_1,1,Closed,Line,NO,0.0183,0.03681,0.002,138.90000600000002,138.90000600000002,138.90000600000002
2404,2405,110922,FRESNO_5_2,110923,FRESNO_6_1,1,Closed,Line,NO,0.01024,0.0178,0.00053,138.90000600000002,138.90000600000002,138.90000600000002
2405,2406,130086,MESQUITE_5_1,130089,MESQUITE_7_1,1,Closed,Line,NO,0.01566,0.04596,0.00095,138.90000600000002,138.90000600000002,138.90000600000002
2406,2407,130143,DUNCANVILLE_13_1,130146,DUNCANVILLE_13_4,1,Closed,Transformer,YES,0.0027300000000000002,0.09046,0.0,138.999999,138.999999,138.999999
2407,2408,110974,SPRING_17_3,110991,SPRING_22_1,1,Closed,Line,NO,0.02792,0.06573999999999999,0.0014,138.999999,138.999999,138.999999
2408,2409,140066,AUSTIN_8_1,140067,AUSTIN_9_1,1,Closed,Line,NO,0.0061600000000000005,0.01844,0.00185,139.10000300000002,139.10000300000002,139.10000300000002
2409,2410,260077,MANSFIELD_5_2,260079,ARLINGTON_8_1,1,Closed,Line,NO,0.00883,0.02436,0.0008900000000000001,139.10000300000002,139.10000300000002,139.10000300000002
2410,2411,110468,SOUTH_HOUSTON_1_1,110472,FRIENDSWOOD_4_1,1,Closed,Line,NO,0.01554,0.043910000000000005,0.0035299999999999997,139.10000300000002,139.10000300000002,139.10000300000002
2411,2412,110319,BELLAIRE_5_1,110911,BELLAIRE_24_1,1,Closed,Line,NO,0.00897,0.02083,0.00095,139.10000300000002,139.10000300000002,139.10000300000002
2412,2413,130098,DALLAS_17_1,130288,DALLAS_38_1,1,Closed,Line,NO,0.008620000000000001,0.02012,0.00158,139.10000300000002,139.10000300000002,139.10000300000002
2413,2414,110608,SUGAR_LAND_4_1,110617,SUGAR_LAND_12_1,1,Closed,Line,NO,0.00244,0.00539,0.00123,139.10000300000002,139.10000300000002,139.10000300000002
2414,2415,130299,DALLAS_43_1,130277,DALLAS_29_1,1,Closed,Line,NO,0.01107,0.02121,0.0013,139.199996,139.199996,139.199996
2415,2416,170341,GARLAND_26_1,170350,GARLAND_34_1,1,Closed,Line,NO,0.00145,0.00412,0.00492,139.199996,139.199996,139.199996
2416,2417,150207,FORT_WORTH_7_1,150206,FORT_WORTH_6_1,1,Closed,Line,NO,0.009179999999999999,0.02035,0.00105,139.199996,139.199996,139.199996
2417,2418,260118,FLOWER_MOUND_3_1,260109,LEWISVILLE_6_2,1,Closed,Line,NO,0.014190000000000001,0.03493,0.00119,139.300001,139.300001,139.300001
2418,2419,260168,ARLINGTON_13_1,260183,GRAND_PRAIRIE_24_1,1,Closed,Line,NO,0.013580000000000002,0.03884,0.00339,139.300001,139.300001,139.300001
2419,2420,140209,MANCHACA_6_1,140053,BUDA_1_1,1,Closed,Line,NO,0.01285,0.03154,0.0043100000000000005,139.300001,139.300001,139.300001
2420,2421,170428,DENTON_3_2,170441,AUBREY_5_1,1,Closed,Line,NO,0.01647,0.050210000000000005,0.00399,139.300001,139.300001,139.300001
2421,2422,111008,BELLAIRE_36_1,111166,SUGAR_LAND_72_1,1,Closed,Line,NO,0.0137,0.040139999999999995,0.00364,139.300001,139.300001,139.300001
2422,2423,111166,SUGAR_LAND_72_1,111148,KATY_86_2,1,Closed,Line,NO,0.00323,0.00966,0.00062,139.300001,139.300001,139.300001
2423,2424,110587,KATY_81_3,110583,KATY_79_1,1,Closed,Line,NO,0.00745,0.02255,0.00085,139.400005,139.400005,139.400005
2424,2425,270107,MC_QUEENEY_1_1,270123,MC_QUEENEY_3_1,1,Closed,Line,NO,0.02926,0.08271,0.00216,139.400005,139.400005,139.400005
2425,2426,110676,SUGAR_LAND_57_1,110674,SUGAR_LAND_55_1,1,Closed,Line,NO,0.0054,0.0135,0.00078,139.400005,139.400005,139.400005
2426,2427,130067,DUNCANVILLE_6_2,130047,DUNCANVILLE_1_1,1,Closed,Line,NO,0.00277,0.0069700000000000005,0.0005200000000000001,139.400005,139.400005,139.400005
2427,2428,140061,AUSTIN_4_1,140066,AUSTIN_8_1,1,Closed,Line,NO,0.00747,0.01681,0.00073,139.499998,139.499998,139.499998
2428,2429,210260,BELTON_3_1,210182,NOLANVILLE_1_1,1,Closed,Line,NO,0.027010000000000003,0.06813999999999999,0.00489,139.499998,139.499998,139.499998
2429,2430,110829,SPRING_7_2,110843,SPRING_11_1,1,Closed,Line,NO,0.00428,0.01143,0.00095,139.499998,139.499998,139.499998
2430,2431,140254,CEDAR_PARK_23_1,140240,CEDAR_PARK_15_1,1,Closed,Line,NO,0.006999999999999999,0.01624,0.00074,139.499998,139.499998,139.499998
2431,2432,140129,AUSTIN_35_1,140145,PFLUGERVILLE_2_1,1,Closed,Line,NO,0.007359999999999999,0.02376,0.0007700000000000001,139.499998,139.499998,139.499998
2432,2433,130226,DESOTO_12_1,130241,DESOTO_24_1,1,Closed,Line,NO,0.00525,0.0133,0.00055,139.60000300000002,139.60000300000002,139.60000300000002
2433,2434,210213,HEWITT_4_1,210230,WOODWAY_5_1,1,Closed,Line,NO,0.014759999999999999,0.02949,0.0009699999999999999,139.699996,139.699996,139.699996
2434,2435,130284,DALLAS_35_1,170336,GARLAND_22_1,1,Closed,Line,NO,0.00927,0.02481,0.0015,139.699996,139.699996,139.699996
2435,2436,110422,CHANNELVIEW_7_2,110420,CHANNELVIEW_6_1,1,Closed,Line,NO,0.00798,0.0238,0.0005,139.699996,139.699996,139.699996
2436,2437,120342,SAN_ANTONIO_37_1,120288,SAN_ANTONIO_26_2,1,Closed,Line,NO,0.00244,0.00707,0.00086,139.699996,139.699996,139.699996
2437,2438,120331,ELMENDORF_8_2,120407,LACKLAND_A_F_B_16_2,1,Closed,Line,NO,0.0081,0.024480000000000002,0.01068,139.699996,139.699996,139.699996
